1670192699.542766,0
1670192699.661605,38
1670192699.767496,80
1670192699.875485,100
1670192699.987070,100
1670192700.093947,100
1670192700.205293,99
1670192700.313938,100
1670192700.420939,95
1670192700.535042,97
1670192700.644677,69
1670192700.758470,58
1670192700.881161,64
1670192700.991522,57
1670192701.098896,48
1670192701.209863,51
1670192701.322866,49
1670192701.433056,49
1670192701.542431,50
1670192701.650646,51
1670192701.773993,45
1670192701.894352,46
1670192702.013857,46
1670192702.123759,52
1670192702.228661,51
1670192702.337282,53
1670192702.443004,51
1670192702.562433,53
1670192702.677953,53
1670192702.807382,51
1670192702.918550,47
1670192703.030754,52
1670192703.136827,53
1670192703.244721,53
1670192703.357983,53
1670192703.466125,54
1670192703.576312,54
1670192703.707205,55
1670192703.815171,53
1670192703.926052,55
1670192704.041961,55
1670192704.147262,54
1670192704.254090,56
1670192704.377721,56
1670192704.490127,55
1670192704.599007,56
1670192704.706418,56
1670192704.814227,55
1670192704.924527,56
1670192705.031610,56
1670192705.139213,55
1670192705.247371,55
1670192705.358935,55
1670192705.475489,53
1670192705.581550,57
1670192705.689374,57
1670192705.795858,57
1670192705.901955,57
1670192706.019982,57
1670192706.127600,59
1670192706.239941,59
1670192706.346860,57
1670192706.453912,59
1670192706.565259,58
1670192706.681195,59
1670192706.785748,60
1670192706.892778,60
1670192707.004743,61
1670192707.108910,60
1670192707.219811,60
1670192707.329127,60
1670192707.438320,60
1670192707.547894,61
1670192707.667953,61
1670192707.776402,61
1670192707.882638,60
1670192708.003078,61
1670192708.114663,60
1670192708.223802,62
1670192708.332508,62
1670192708.441228,61
1670192708.547738,61
1670192709.229682,62
1670192709.349812,61
1670192709.469271,61
1670192709.586516,61
1670192709.698642,58
1670192709.847345,58
1670192709.956886,61
1670192710.083759,62
1670192710.193140,62
1670192710.307045,61
1670192710.426981,59
1670192710.537878,63
1670192710.647290,54
1670192710.757196,62
1670192710.863951,63
1670192710.971511,63
1670192711.087409,61
1670192711.199483,62
1670192711.312525,64
1670192711.419749,58
1670192711.536843,62
1670192711.664761,51
1670192711.773364,64
1670192711.926565,65
1670192712.062313,65
1670192712.174460,62
1670192712.303525,65
1670192712.413447,65
1670192712.521961,65
1670192712.630088,67
1670192712.739703,68
1670192712.854883,57
1670192712.971841,64
1670192713.080354,66
1670192713.187269,67
1670192713.304630,66
1670192713.424577,60
1670192713.531334,66
1670192713.637654,66
1670192713.745945,66
1670192713.858925,67
1670192713.967238,68
1670192714.074237,68
1670192714.180735,67
1670192714.302768,66
1670192714.413080,67
1670192714.533591,69
1670192714.639832,68
1670192714.758560,64
1670192714.870755,67
1670192714.978634,68
1670192715.085964,68
1670192715.191301,68
1670192715.310215,70
1670192715.417840,69
1670192715.525412,69
1670192715.634140,70
1670192715.747881,63
1670192715.855549,70
1670192715.964687,70
1670192716.079822,66
1670192716.185827,70
1670192716.293558,70
1670192716.400608,70
1670192716.513731,68
1670192716.633657,70
1670192716.750641,72
1670192716.880686,71
1670192716.987926,71
1670192717.096986,70
1670192717.211000,59
1670192717.336775,66
1670192717.449513,74
1670192717.559345,75
1670192717.673347,71
1670192717.786136,74
1670192717.911093,72
1670192718.020517,71
1670192718.127388,73
1670192718.233612,72
1670192718.339439,73
1670192718.447929,72
1670192718.560413,74
1670192718.665635,73
1670192718.777871,70
1670192718.898540,70
1670192719.005379,73
1670192719.111993,75
1670192719.222012,74
1670192719.337986,74
1670192719.443934,75
1670192719.553095,75
1670192719.663366,73
1670192719.771211,74
1670192719.876953,76
1670192719.982695,76
1670192720.092266,76
1670192720.205990,75
1670192720.321965,75
1670192720.444260,71
1670192720.553962,76
1670192720.661878,75
1670192720.813873,69
1670192720.919723,76
1670192721.031277,77
1670192721.162993,76
1670192721.298286,76
1670192721.406897,74
1670192721.512802,67
1670192721.623999,74
1670192721.742560,74
1670192721.852750,79
1670192721.961947,77
1670192722.073267,77
1670192722.180249,78
1670192722.291062,77
1670192722.396411,78
1670192722.501471,78
1670192722.624315,79
1670192722.730748,78
1670192722.837479,78
1670192722.967853,78
1670192723.083866,76
1670192723.193900,79
1670192723.308150,79
1670192723.415619,80
1670192723.527421,80
1670192723.634370,80
1670192723.749058,80
1670192723.856867,79
1670192723.966167,79
1670192724.077184,81
1670192724.185357,81
1670192724.293767,78
1670192724.413005,81
1670192724.538266,74
1670192724.648306,81
1670192724.755017,81
1670192724.863106,80
1670192724.968993,82
1670192725.077361,81
1670192725.205459,80
1670192725.320596,78
1670192725.425722,81
1670192725.537778,82
1670192725.645154,83
1670192725.755914,82
1670192725.865646,82
1670192725.977908,83
1670192726.085688,82
1670192726.190962,84
1670192726.297222,82
1670192726.403919,82
1670192726.513194,83
1670192726.626864,83
1670192726.745532,81
1670192726.854326,83
1670192726.963383,83
1670192727.079424,84
1670192727.216747,82
1670192727.325331,82
1670192727.433247,82
1670192727.543124,83
1670192727.675430,77
1670192727.786732,84
1670192727.898583,84
1670192728.231004,84
1670192728.341184,84
1670192728.453168,84
1670192728.557955,84
1670192728.663904,84
1670192728.773526,85
1670192728.883567,86
1670192729.002855,86
1670192729.110332,84
1670192729.221405,81
1670192729.327534,78
1670192729.435820,85
1670192729.545397,86
1670192729.654478,84
1670192729.763271,87
1670192729.874746,86
1670192729.988277,85
1670192730.097027,86
1670192730.206361,86
1670192730.325446,87
1670192730.434111,86
1670192730.552936,85
1670192730.658683,87
1670192730.765538,88
1670192730.891068,82
1670192731.014653,84
1670192731.122344,87
1670192731.230908,88
1670192731.371331,85
1670192731.479489,89
1670192731.591500,89
1670192731.718027,81
1670192731.851240,87
1670192731.966712,83
1670192732.075196,86
1670192732.192335,83
1670192732.307466,86
1670192732.434131,85
1670192732.544728,89
1670192732.654321,88
1670192732.763001,89
1670192732.881839,88
1670192732.992494,89
1670192733.101047,88
1670192733.214559,90
1670192733.327561,88
1670192733.441307,91
1670192733.553167,90
1670192733.660750,90
1670192733.769927,88
1670192733.879407,90
1670192733.991534,90
1670192734.097467,88
1670192734.205370,90
1670192734.316507,91
1670192734.423216,91
1670192734.532381,92
1670192734.640643,91
1670192734.749487,91
1670192734.857330,91
1670192734.965205,91
1670192735.079344,88
1670192735.190244,92
1670192735.301616,90
1670192735.411656,91
1670192735.522577,92
1670192735.638423,93
1670192735.749543,91
1670192735.859721,92
1670192735.969771,85
1670192736.074638,93
1670192736.179936,92
1670192736.293886,91
1670192736.402702,93
1670192736.524353,92
1670192736.633427,93
1670192736.740588,93
1670192736.858466,94
1670192736.971939,93
1670192737.082087,92
1670192737.205236,94
1670192737.317013,94
1670192737.426955,95
1670192737.537960,84
1670192737.647223,94
1670192737.754406,93
1670192737.865555,94
1670192737.973905,93
1670192738.087078,94
1670192738.195654,93
1670192738.304552,95
1670192738.417362,95
1670192738.523563,96
1670192738.630941,93
1670192738.758097,91
1670192738.867714,96
1670192738.977980,95
1670192739.087117,96
1670192739.196902,96
1670192739.309391,96
1670192739.423495,98
1670192739.542229,96
1670192739.651282,96
1670192739.759018,95
1670192739.865681,97
1670192739.975712,97
1670192740.083335,97
1670192740.192564,96
1670192740.303322,97
1670192740.409280,97
1670192740.535278,96
1670192740.645621,98
1670192740.754089,97
1670192740.862619,98
1670192740.971850,97
1670192741.077868,97
1670192741.184966,98
1670192741.293994,98
1670192741.402493,97
1670192741.509152,99
1670192741.620869,99
1670192741.735507,98
1670192741.849462,97
1670192741.969323,99
1670192742.089755,97
1670192742.196302,98
1670192742.317222,89
1670192742.430333,89
1670192742.539080,98
1670192742.647854,100
1670192742.755104,100
1670192742.862513,91
1670192742.967530,99
1670192743.078996,99
1670192743.189159,99
1670192743.296931,56
1670192743.409471,49
1670192743.521885,49
1670192743.632232,48
1670192743.739341,50
1670192743.858217,45
1670192743.965381,50
1670192744.072640,50
1670192744.178797,51
1670192744.285425,51
1670192744.396333,51
1670192744.514777,49
1670192744.629647,47
1670192744.746556,50
1670192744.853709,50
1670192744.959736,52
1670192745.283795,54
1670192745.390751,52
1670192745.497918,53
1670192745.605439,52
1670192745.712431,53
1670192745.821945,53
1670192745.929488,54
1670192746.040413,52
1670192746.147566,53
1670192746.262872,53
1670192746.376591,53
1670192746.492519,53
1670192746.603555,54
1670192746.730462,47
1670192746.852939,54
1670192746.959282,54
1670192747.072330,56
1670192747.181530,55
1670192747.309419,56
1670192747.421179,56
1670192747.537333,52
1670192747.646437,55
1670192747.754182,56
1670192747.868514,57
1670192747.980534,55
1670192748.093179,56
1670192748.204501,55
1670192748.311634,56
1670192748.432586,53
1670192748.554903,52
1670192748.665661,58
1670192748.774289,57
1670192748.890489,57
1670192749.005561,60
1670192749.118509,57
1670192749.226496,59
1670192749.341297,58
1670192749.459007,59
1670192749.569967,58
1670192749.685319,60
1670192749.793037,60
1670192749.901237,60
1670192750.014347,60
1670192750.123102,59
1670192750.231597,60
1670192750.343679,60
1670192750.457319,59
1670192750.568975,60
1670192750.676911,59
1670192750.785073,61
1670192750.894119,62
1670192751.006319,61
1670192751.113427,62
1670192751.225668,62
1670192751.337367,62
1670192751.446687,62
1670192751.573274,63
1670192751.692583,58
1670192751.801421,63
1670192751.912406,63
1670192752.019058,63
1670192752.127340,63
1670192752.235899,64
1670192752.347789,62
1670192752.454163,63
1670192752.564484,64
1670192752.695635,57
1670192752.803425,63
1670192752.929678,64
1670192753.039689,65
1670192753.227571,65
1670192753.338256,63
1670192753.452768,64
1670192753.565892,61
1670192753.687087,65
1670192753.797162,64
1670192753.907108,64
1670192754.016923,65
1670192754.131245,63
1670192754.239804,64
1670192754.374399,66
1670192754.483240,65
1670192754.599599,67
1670192754.713414,65
1670192754.826110,64
1670192754.945110,66
1670192755.055730,67
1670192755.170298,67
1670192755.283198,63
1670192755.404720,64
1670192755.516526,65
1670192755.623809,67
1670192755.733473,68
1670192755.847270,68
1670192755.978549,68
1670192756.119800,68
1670192756.228457,69
1670192756.363727,66
1670192756.473320,69
1670192756.594500,70
1670192756.706099,68
1670192756.812802,70
1670192756.920212,69
1670192757.029552,70
1670192757.135748,69
1670192757.246187,71
1670192757.365770,70
1670192757.473251,70
1670192757.587674,70
1670192757.717714,70
1670192757.828316,70
1670192757.943457,71
1670192758.054402,71
1670192758.159568,72
1670192758.267229,71
1670192758.375514,69
1670192758.481687,72
1670192758.588904,69
1670192758.697076,71
1670192758.803588,72
1670192758.910169,75
1670192759.021888,73
1670192759.130812,72
1670192759.252956,71
1670192759.407872,62
1670192759.518355,73
1670192759.628683,64
1670192759.737527,73
1670192759.848889,74
1670192759.956635,72
1670192760.065607,74
1670192760.181011,73
1670192760.289678,72
1670192760.401707,74
1670192760.509861,74
1670192760.617332,74
1670192760.731402,75
1670192760.851359,75
1670192760.963337,72
1670192761.071981,74
1670192761.190219,72
1670192761.309906,76
1670192761.418344,76
1670192762.232821,75
1670192762.344737,77
1670192763.227906,75
1670192763.343099,76
1670192763.452766,75
1670192763.559875,77
1670192763.665497,76
1670192763.770785,77
1670192763.877792,76
1670192763.989342,76
1670192764.099761,75
1670192764.219700,72
1670192764.334290,77
1670192764.446792,78
1670192764.555779,78
1670192764.670840,78
1670192764.777802,78
1670192764.890723,78
1670192764.998747,78
1670192765.106811,77
1670192765.216293,79
1670192765.329360,78
1670192765.439200,79
1670192765.552372,79
1670192765.659646,78
1670192765.768608,79
1670192765.875163,77
1670192765.980532,80
1670192766.088765,79
1670192766.203409,80
1670192766.312687,80
1670192766.423127,79
1670192766.538525,77
1670192766.645899,79
1670192766.759060,80
1670192766.867731,79
1670192766.978068,81
1670192767.085573,79
1670192767.193537,80
1670192767.301278,80
1670192767.415659,80
1670192767.524277,80
1670192767.632007,81
